"","PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Transported","PassengerGroup","PassengerNumInGroup","CabinPlatform","CabinNumber","CabinSide","amountSpent"
"4744","5061_01","Europa",TRUE,"TRAPPIST-1e",25,FALSE,0,0,177.691390728477,0,0,TRUE,"5061","01","C",196,"S",177.691390728477
"4745","5061_02","Europa",FALSE,"TRAPPIST-1e",54,FALSE,0,8246,0,56,118,TRUE,"5061","02","C",196,"S",8420
"4746","5062_01","Earth",FALSE,"Unknown",46,FALSE,971,0,20,0,5,FALSE,"5062","01","E",325,"S",996
"4747","5063_01","Earth",FALSE,"TRAPPIST-1e",18,FALSE,219.598890210067,794,16,0,0,TRUE,"5063","01","G",830,"S",1029.59889021007
"4748","5064_01","Europa",FALSE,"55 Cancri e",22,FALSE,1961,82,0,3025,2406,FALSE,"5064","01","A",62,"S",7474
"4749","5065_01","Europa",TRUE,"55 Cancri e",29,FALSE,0,425.475178241352,0,0,0,TRUE,"5065","01","E",326,"S",425.475178241352
"4750","5065_02","Europa",FALSE,"55 Cancri e",26,FALSE,606,1080,0,2011,0,FALSE,"5065","02","E",326,"S",3697
"4751","5067_01","Earth",FALSE,"55 Cancri e",36,FALSE,0,1808,0,344,0,TRUE,"5067","01","F",964,"S",2152
"4753","5069_01","Earth",FALSE,"PSO J318.5-22",56,FALSE,1309,0,69,1,0,FALSE,"5069","01","F",965,"S",1379
"4755","5072_01","Earth",FALSE,"TRAPPIST-1e",10,FALSE,0,0,0,0,0,FALSE,"5072","01","G",817,"P",0
"4756","5072_02","Earth",TRUE,"PSO J318.5-22",14,FALSE,0,0,0,0,0,FALSE,"5072","02","G",817,"P",0
"4757","5073_01","Mars",TRUE,"55 Cancri e",27,FALSE,0,0,0,0,0,TRUE,"5073","01","F",1033,"P",0
"4758","5074_01","Mars",FALSE,"TRAPPIST-1e",35,FALSE,4608,0,926,382,0,FALSE,"5074","01","F",967,"S",5916
"4759","5076_01","Earth",FALSE,"TRAPPIST-1e",13,FALSE,0,0,60,1,5147,FALSE,"5076","01","G",818,"P",5208
"4760","5080_01","Earth",FALSE,"Unknown",21,FALSE,1,0,143,558,1,FALSE,"5080","01","F",969,"S",703
"4761","5083_01","Earth",TRUE,"TRAPPIST-1e",22,FALSE,0,0,0,0,0,FALSE,"5083","01","G",820,"P",0
"4762","5084_01","Europa",TRUE,"TRAPPIST-1e",29,FALSE,0,0,0,0,0,FALSE,"5084","01","E",315,"P",0
"4763","5084_02","Europa",FALSE,"TRAPPIST-1e",32,FALSE,8151,2052,1919,7352,754,FALSE,"5084","02","E",315,"P",20228
"4764","5085_01","Earth",FALSE,"TRAPPIST-1e",20,FALSE,0,15,455,95,0,TRUE,"5085","01","F",970,"S",565
"4765","5087_01","Mars",FALSE,"TRAPPIST-1e",44,FALSE,2575,3,20,0,285.502841284525,FALSE,"5087","01","F",1036,"P",2883.50284128452
"4766","5088_01","Earth",FALSE,"55 Cancri e",22,FALSE,0,0,0,1600,168,TRUE,"5088","01","F",972,"S",1768
"4767","5089_01","Europa",FALSE,"TRAPPIST-1e",39,FALSE,3926,2030,0,1483,611,FALSE,"5089","01","B",170,"P",8050
"4768","5089_02","Europa",FALSE,"TRAPPIST-1e",19,FALSE,0,3750,0,0,41,TRUE,"5089","02","B",170,"P",3791
"4770","5090_02","Earth",TRUE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,FALSE,"5090","02","G",821,"P",0
"4771","5090_03","Unknown",FALSE,"PSO J318.5-22",12,FALSE,0,0,0,0,0,TRUE,"5090","03","G",821,"P",0
"4772","5090_04","Earth",TRUE,"TRAPPIST-1e",7,FALSE,0,0,0,0,0,FALSE,"5090","04","G",821,"P",0
"4773","5090_05","Earth",FALSE,"PSO J318.5-22",32,FALSE,793,0,0,0,0,FALSE,"5090","05","E",316,"P",793
"4774","5090_06","Earth",FALSE,"Unknown",11,FALSE,0,0,0,0,0,TRUE,"5090","06","G",821,"P",0
"4775","5091_01","Earth",FALSE,"55 Cancri e",18,FALSE,1471,59,95,1109,330,FALSE,"5091","01","F",973,"S",3064
"4776","5093_01","Europa",FALSE,"55 Cancri e",49,TRUE,9,179,0,3,7865,FALSE,"5093","01","C",158,"P",8056
"4777","5095_01","Mars",TRUE,"TRAPPIST-1e",61,FALSE,0,0,0,0,0,TRUE,"5095","01","F",1038,"P",0
"4778","5097_01","Earth",TRUE,"55 Cancri e",7,FALSE,0,0,0,0,0,TRUE,"5097","01","G",823,"P",0
"4779","5097_02","Earth",FALSE,"TRAPPIST-1e",25,FALSE,0,181,671,0,0,TRUE,"5097","02","G",823,"P",852
"4780","5097_03","Earth",FALSE,"55 Cancri e",51,FALSE,6,0,706,0,0,TRUE,"5097","03","F",1039,"P",712
"4781","5103_01","Europa",TRUE,"TRAPPIST-1e",56,FALSE,0,0,0,0,0,TRUE,"5103","01","E",317,"P",0
"4782","5104_01","Earth",FALSE,"Unknown",31,FALSE,25,712,0,16,0,TRUE,"5104","01","G",833,"S",753
"4784","5106_01","Earth",TRUE,"TRAPPIST-1e",29,FALSE,0,0,0,0,0,TRUE,"5106","01","G",834,"S",0
"4785","5108_01","Earth",TRUE,"PSO J318.5-22",17,FALSE,219.598890210067,0,0,0,0,TRUE,"5108","01","G",825,"P",219.598890210067
"4786","5109_01","Earth",FALSE,"PSO J318.5-22",47,FALSE,83,1,0,654,3,TRUE,"5109","01","G",835,"S",741
"4787","5111_01","Europa",FALSE,"TRAPPIST-1e",25,FALSE,0,3,0,763,3541,FALSE,"5111","01","B",171,"P",4307
"4788","5111_02","Europa",FALSE,"TRAPPIST-1e",28,FALSE,29,394,0,712,4360,FALSE,"5111","02","B",171,"P",5495
"4789","5111_03","Europa",FALSE,"TRAPPIST-1e",32,FALSE,0,419,0,1984,521,FALSE,"5111","03","B",171,"P",2924
"4790","5112_01","Europa",TRUE,"55 Cancri e",56,FALSE,0,0,0,0,0,TRUE,"5112","01","C",198,"S",0
"4791","5112_02","Europa",TRUE,"55 Cancri e",25,FALSE,0,0,0,0,0,TRUE,"5112","02","C",198,"S",0
"4792","5112_03","Europa",TRUE,"TRAPPIST-1e",13,FALSE,0,0,0,0,0,TRUE,"5112","03","C",198,"S",0
"4793","5115_01","Europa",TRUE,"TRAPPIST-1e",41,FALSE,0,0,0,0,0,TRUE,"5115","01","C",199,"S",0
"4794","5115_02","Europa",TRUE,"55 Cancri e",28,FALSE,0,0,0,0,0,TRUE,"5115","02","C",199,"S",0
"4795","5116_01","Mars",TRUE,"TRAPPIST-1e",25,FALSE,0,0,0,0,0,TRUE,"5116","01","F",980,"S",0
"4796","5116_02","Mars",TRUE,"TRAPPIST-1e",11,FALSE,0,0,0,0,0,TRUE,"5116","02","F",980,"S",0
"4797","5120_01","Mars",FALSE,"TRAPPIST-1e",20,FALSE,0,0,0,0,0,FALSE,"5120","01","E",320,"P",0
"4798","5122_01","Earth",FALSE,"TRAPPIST-1e",24,FALSE,0,464,321,0,90,TRUE,"5122","01","F",981,"S",875
"4799","5124_01","Earth",FALSE,"Unknown",41,FALSE,256,109,0,340,0,FALSE,"5124","01","F",1044,"P",705
"4800","5125_01","Earth",FALSE,"55 Cancri e",29,FALSE,0,0,22,738,0,FALSE,"5125","01","F",982,"S",760
"4801","5126_01","Europa",TRUE,"55 Cancri e",59,FALSE,0,0,0,0,0,TRUE,"5126","01","C",200,"S",0
"4802","5127_01","Earth",FALSE,"TRAPPIST-1e",31,FALSE,0,679,0,0,213,TRUE,"5127","01","G",837,"S",892
"4803","5127_02","Earth",FALSE,"TRAPPIST-1e",16,FALSE,43,0,0,1893,119,FALSE,"5127","02","F",983,"S",2055
"4804","5128_01","Mars",FALSE,"TRAPPIST-1e",65,FALSE,56,0,1081,21,0,FALSE,"5128","01","F",1045,"P",1158
"4805","5128_02","Mars",FALSE,"TRAPPIST-1e",21,FALSE,0,1,2832,0,0,TRUE,"5128","02","F",1045,"P",2833
"4806","5129_01","Earth",TRUE,"TRAPPIST-1e",27,FALSE,0,0,0,0,0,TRUE,"5129","01","G",827,"P",0
"4807","5130_01","Earth",TRUE,"TRAPPIST-1e",37,FALSE,0,425.475178241352,0,0,0,TRUE,"5130","01","G",838,"S",425.475178241352
"4808","5132_01","Earth",FALSE,"TRAPPIST-1e",42,FALSE,5049,477,0,0,0,FALSE,"5132","01","G",828,"P",5526
"4809","5133_01","Earth",FALSE,"55 Cancri e",36,FALSE,0,0,846,0,0,TRUE,"5133","01","G",829,"P",846
"4810","5133_02","Earth",TRUE,"PSO J318.5-22",24,FALSE,0,0,0,0,0,FALSE,"5133","02","G",829,"P",0
"4812","5133_04","Earth",FALSE,"55 Cancri e",19,FALSE,107,0,505,48,0,FALSE,"5133","04","F",1046,"P",660
"4813","5133_05","Earth",FALSE,"TRAPPIST-1e",26,FALSE,0,910,13,10,15,FALSE,"5133","05","F",1046,"P",948
"4814","5133_06","Earth",TRUE,"55 Cancri e",19,FALSE,0,0,0,0,0,TRUE,"5133","06","G",829,"P",0
"4815","5133_07","Earth",FALSE,"TRAPPIST-1e",26,FALSE,1528,1,0,0,0,FALSE,"5133","07","F",1046,"P",1529
"4816","5133_08","Earth",FALSE,"TRAPPIST-1e",35,FALSE,0,116,51,0,701,FALSE,"5133","08","F",1046,"P",868
"4817","5136_01","Earth",FALSE,"55 Cancri e",24,FALSE,0,0,0,704,0,FALSE,"5136","01","F",984,"S",704
"4818","5137_01","Unknown",FALSE,"TRAPPIST-1e",9,FALSE,0,0,0,0,0,TRUE,"5137","01","G",839,"S",0
"4819","5138_01","Europa",FALSE,"55 Cancri e",40,FALSE,0,3815,0,322,0,TRUE,"5138","01","A",47,"P",4137
"4820","5140_01","Earth",TRUE,"PSO J318.5-22",23,FALSE,0,0,0,0,0,TRUE,"5140","01","G",840,"S",0
"4821","5142_01","Mars",FALSE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,TRUE,"5142","01","F",1050,"P",0
"4822","5142_02","Mars",FALSE,"TRAPPIST-1e",20,FALSE,859,3,0,939,0,FALSE,"5142","02","F",1050,"P",1801
"4823","5142_03","Mars",TRUE,"TRAPPIST-1e",21,FALSE,0,0,0,0,0,TRUE,"5142","03","F",1050,"P",0
"4824","5142_04","Mars",FALSE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,TRUE,"5142","04","F",1050,"P",0
"4826","5145_01","Earth",TRUE,"TRAPPIST-1e",18,FALSE,0,0,0,0,0,TRUE,"5145","01","G",841,"S",0
"4827","5146_01","Earth",FALSE,"55 Cancri e",26,FALSE,7,751,0,38,0,TRUE,"5146","01","F",986,"S",796
"4828","5148_01","Earth",FALSE,"TRAPPIST-1e",13,FALSE,0,63,54,20,916,FALSE,"5148","01","F",1051,"P",1053
"4829","5148_02","Earth",TRUE,"TRAPPIST-1e",16,FALSE,0,0,0,0,0,TRUE,"5148","02","G",831,"P",0
"4830","5151_01","Mars",TRUE,"TRAPPIST-1e",14,FALSE,0,0,0,0,0,TRUE,"5151","01","F",1052,"P",0
"4831","5152_01","Europa",FALSE,"TRAPPIST-1e",40,FALSE,0,553,10,2787,52,FALSE,"5152","01","B",199,"S",3402
"4832","5154_01","Mars",FALSE,"TRAPPIST-1e",34,TRUE,38,0,606,0,404,FALSE,"5154","01","E",321,"P",1048
"4833","5156_01","Europa",TRUE,"55 Cancri e",21,FALSE,0,0,0,0,0,TRUE,"5156","01","B",200,"S",0
"4834","5156_02","Europa",FALSE,"TRAPPIST-1e",29,FALSE,0,4198,227,1,1415,TRUE,"5156","02","B",200,"S",5841
"4836","5158_01","Earth",FALSE,"TRAPPIST-1e",16,FALSE,0,1,0,296.987837123215,61,FALSE,"5158","01","F",1054,"P",358.987837123215
"4837","5160_01","Earth",FALSE,"TRAPPIST-1e",37,FALSE,732,425.475178241352,177.691390728477,156,0,FALSE,"5160","01","G",832,"P",1491.16656896983
"4838","5161_01","Mars",TRUE,"55 Cancri e",41,FALSE,0,0,0,0,0,TRUE,"5161","01","D",156,"S",0
"4839","5162_01","Mars",TRUE,"55 Cancri e",16,FALSE,0,0,0,0,0,TRUE,"5162","01","F",988,"S",0
"4840","5162_02","Mars",FALSE,"55 Cancri e",39,FALSE,98,0,125,0,1082,FALSE,"5162","02","F",988,"S",1305
"4841","5163_01","Earth",TRUE,"TRAPPIST-1e",30,FALSE,0,0,0,0,0,TRUE,"5163","01","E",322,"P",0
"4842","5163_02","Earth",FALSE,"TRAPPIST-1e",40,FALSE,151,0,713,0,0,TRUE,"5163","02","E",322,"P",864
"4843","5165_01","Earth",FALSE,"TRAPPIST-1e",63,FALSE,0,281,94,0,270,TRUE,"5165","01","F",989,"S",645
"4844","5166_01","Mars",FALSE,"TRAPPIST-1e",32,FALSE,382,0,477,22,2,TRUE,"5166","01","D",163,"P",883
"4845","5167_01","Earth",FALSE,"TRAPPIST-1e",47,FALSE,1,17,0,1069,0,FALSE,"5167","01","F",990,"S",1087
"4846","5170_01","Earth",FALSE,"55 Cancri e",23,FALSE,0,306,392,9,13,FALSE,"5170","01","F",1056,"P",720
"4847","5171_01","Earth",FALSE,"TRAPPIST-1e",23,FALSE,0,7,0,190,501,FALSE,"5171","01","F",991,"S",698
"4848","5173_01","Mars",TRUE,"TRAPPIST-1e",19,FALSE,0,0,0,0,0,TRUE,"5173","01","F",1057,"P",0
"4849","5174_01","Europa",TRUE,"55 Cancri e",44,FALSE,0,0,0,0,0,TRUE,"5174","01","C",159,"P",0
"4850","5174_02","Europa",FALSE,"TRAPPIST-1e",29,FALSE,6,5,0,6235,434,FALSE,"5174","02","C",159,"P",6680
"4851","5175_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,582,0,0,148,53,FALSE,"5175","01","G",834,"P",783
"4852","5176_01","Earth",FALSE,"TRAPPIST-1e",23,FALSE,576,207,0,0,9,FALSE,"5176","01","E",323,"P",792
"4853","5177_01","Europa",FALSE,"TRAPPIST-1e",26,TRUE,0,0,0,0,0,TRUE,"5177","01","B",201,"S",0
"4854","5179_01","Europa",TRUE,"55 Cancri e",47,FALSE,0,0,0,0,0,TRUE,"5179","01","C",160,"P",0
"4855","5180_01","Earth",TRUE,"PSO J318.5-22",20,FALSE,0,0,0,296.987837123215,0,TRUE,"5180","01","G",835,"P",296.987837123215
"4857","5182_01","Earth",TRUE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,TRUE,"5182","01","G",836,"P",0
"4858","5182_02","Earth",FALSE,"TRAPPIST-1e",25,FALSE,322,0,81,3,298,TRUE,"5182","02","G",836,"P",704
"4859","5184_01","Earth",FALSE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,TRUE,"5184","01","G",837,"P",0
"4860","5185_01","Mars",FALSE,"TRAPPIST-1e",29,FALSE,523,0,21,4,811,FALSE,"5185","01","E",330,"S",1359
"4861","5186_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,41,651,2,29,0,FALSE,"5186","01","F",1058,"P",723
"4862","5187_01","Unknown",FALSE,"TRAPPIST-1e",20,FALSE,949,0,0,5,0,FALSE,"5187","01","E",324,"P",954
"4863","5188_01","Earth",FALSE,"TRAPPIST-1e",34,FALSE,0,160,0,611,44,FALSE,"5188","01","G",838,"P",815
"4864","5188_02","Earth",TRUE,"TRAPPIST-1e",9,FALSE,0,0,0,0,0,TRUE,"5188","02","G",838,"P",0
"4865","5188_03","Earth",TRUE,"TRAPPIST-1e",12,FALSE,0,0,0,0,0,FALSE,"5188","03","G",838,"P",0
"4866","5190_01","Earth",FALSE,"TRAPPIST-1e",13,FALSE,0,0,0,0,1513,FALSE,"5190","01","F",994,"S",1513
"4867","5192_01","Mars",TRUE,"TRAPPIST-1e",27,FALSE,0,0,0,0,0,TRUE,"5192","01","F",995,"S",0
"4868","5193_01","Europa",FALSE,"TRAPPIST-1e",34,FALSE,0,914,0,2433,647,TRUE,"5193","01","C",202,"S",3994
"4869","5194_01","Europa",TRUE,"TRAPPIST-1e",18,FALSE,0,0,0,0,0,TRUE,"5194","01","B",176,"P",0
"4870","5194_02","Europa",TRUE,"55 Cancri e",16,FALSE,0,0,0,0,0,TRUE,"5194","02","B",176,"P",0
"4871","5196_01","Earth",TRUE,"TRAPPIST-1e",43,FALSE,0,0,0,0,0,TRUE,"5196","01","G",839,"P",0
"4872","5196_02","Earth",TRUE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,FALSE,"5196","02","G",839,"P",0
"4873","5197_01","Earth",FALSE,"Unknown",20,FALSE,0,4,761,22,1,TRUE,"5197","01","E",325,"P",788
"4874","5198_01","Mars",FALSE,"TRAPPIST-1e",45,FALSE,878,0,430,0,0,FALSE,"5198","01","F",1059,"P",1308
"4875","5199_01","Europa",FALSE,"TRAPPIST-1e",35,FALSE,0,725,3415,296.987837123215,1,FALSE,"5199","01","D",158,"S",4437.98783712322
"4877","5202_01","Earth",TRUE,"TRAPPIST-1e",14,FALSE,0,0,0,0,0,TRUE,"5202","01","G",840,"P",0
"4878","5204_01","Earth",FALSE,"PSO J318.5-22",46,FALSE,0,153,177.691390728477,0,397,FALSE,"5204","01","F",1061,"P",727.691390728477
"4879","5205_01","Earth",FALSE,"TRAPPIST-1e",22,FALSE,261,0,0,107,1132,FALSE,"5205","01","F",997,"S",1500
"4880","5205_02","Earth",FALSE,"TRAPPIST-1e",2,FALSE,0,0,0,0,0,TRUE,"5205","02","G",845,"S",0
"4882","5206_01","Earth",TRUE,"55 Cancri e",28,FALSE,0,0,0,0,0,TRUE,"5206","01","G",841,"P",0
"4883","5206_02","Earth",FALSE,"PSO J318.5-22",60,FALSE,0,0,789,283,3,FALSE,"5206","02","F",1062,"P",1075
"4884","5206_03","Earth",FALSE,"PSO J318.5-22",48,FALSE,0,2,72,554,143,FALSE,"5206","03","G",841,"P",771
"4885","5207_01","Earth",FALSE,"55 Cancri e",18,FALSE,51,339,1,0,436,TRUE,"5207","01","E",331,"S",827
"4886","5207_02","Earth",FALSE,"TRAPPIST-1e",31,FALSE,1364,0,0,0,21,FALSE,"5207","02","F",998,"S",1385
"4887","5208_01","Europa",TRUE,"55 Cancri e",26,FALSE,0,0,0,0,0,TRUE,"5208","01","C",163,"P",0
"4888","5208_02","Europa",FALSE,"55 Cancri e",41,FALSE,717,641,2,1559,4828,FALSE,"5208","02","C",163,"P",7747
"4889","5209_01","Earth",FALSE,"TRAPPIST-1e",26,FALSE,168,425.475178241352,382,166,0,TRUE,"5209","01","F",999,"S",1141.47517824135
"4890","5210_01","Earth",FALSE,"TRAPPIST-1e",29,FALSE,0,43,693,0,0,TRUE,"5210","01","F",1063,"P",736
"4891","5211_01","Earth",FALSE,"TRAPPIST-1e",24,FALSE,666,938,1,0,285.502841284525,FALSE,"5211","01","E",332,"S",1890.50284128452
"4892","5213_01","Earth",FALSE,"TRAPPIST-1e",25,FALSE,10,0,908,5,0,TRUE,"5213","01","F",1064,"P",923
"4893","5214_01","Earth",FALSE,"55 Cancri e",0,FALSE,0,0,0,0,0,FALSE,"5214","01","G",842,"P",0
"4894","5216_01","Earth",TRUE,"TRAPPIST-1e",30,FALSE,0,0,0,0,0,FALSE,"5216","01","G",843,"P",0
"4895","5217_01","Europa",TRUE,"55 Cancri e",18,FALSE,0,0,0,0,0,TRUE,"5217","01","B",177,"P",0
"4896","5217_02","Europa",TRUE,"55 Cancri e",32,FALSE,0,0,0,0,0,TRUE,"5217","02","B",177,"P",0
"4897","5218_01","Earth",FALSE,"TRAPPIST-1e",28,FALSE,0,0,0,525,1889,FALSE,"5218","01","F",1000,"S",2414
"4898","5220_01","Mars",FALSE,"TRAPPIST-1e",21,FALSE,2206,0,353,0,19,FALSE,"5220","01","D",165,"P",2578
"4899","5221_01","Earth",FALSE,"TRAPPIST-1e",25,FALSE,0,528,8,153,0,FALSE,"5221","01","F",1065,"P",689
"4900","5223_01","Mars",FALSE,"55 Cancri e",47,FALSE,275,0,177.691390728477,24,0,TRUE,"5223","01","F",1002,"S",476.691390728477
"4902","5223_03","Mars",TRUE,"TRAPPIST-1e",8,FALSE,0,0,0,0,0,TRUE,"5223","03","F",1002,"S",0
"4903","5224_01","Earth",FALSE,"TRAPPIST-1e",24,FALSE,0,0,56,564,880,FALSE,"5224","01","F",1003,"S",1500
"4904","5225_01","Mars",TRUE,"TRAPPIST-1e",30,FALSE,0,0,0,0,0,TRUE,"5225","01","E",334,"S",0
"4905","5226_01","Earth",TRUE,"PSO J318.5-22",24,FALSE,0,0,0,0,0,TRUE,"5226","01","G",848,"S",0
"4906","5227_01","Earth",TRUE,"TRAPPIST-1e",13,FALSE,0,0,0,0,0,TRUE,"5227","01","G",849,"S",0
"4907","5229_01","Earth",FALSE,"Unknown",16,FALSE,0,0,19,971,0,FALSE,"5229","01","E",335,"S",990
"4908","5230_01","Mars",FALSE,"TRAPPIST-1e",23,FALSE,263,0,1548,44,0,TRUE,"5230","01","F",1004,"S",1855
"4909","5234_01","Mars",FALSE,"TRAPPIST-1e",16,FALSE,271,0,2251,117,0,TRUE,"5234","01","F",1067,"P",2639
"4910","5235_01","Earth",FALSE,"TRAPPIST-1e",29,FALSE,30,0,605,267,6,FALSE,"5235","01","G",844,"P",908
"4911","5236_01","Earth",FALSE,"TRAPPIST-1e",46,FALSE,1,0,898,0,96,TRUE,"5236","01","E",326,"P",995
"4912","5238_01","Earth",TRUE,"PSO J318.5-22",13,FALSE,0,0,0,0,0,FALSE,"5238","01","G",845,"P",0
"4913","5239_01","Earth",TRUE,"TRAPPIST-1e",22,FALSE,0,0,0,0,0,TRUE,"5239","01","G",852,"S",0
"4914","5240_01","Earth",TRUE,"TRAPPIST-1e",29,FALSE,0,0,0,0,0,TRUE,"5240","01","G",853,"S",0
"4915","5242_01","Earth",TRUE,"TRAPPIST-1e",46,FALSE,0,0,0,0,0,TRUE,"5242","01","G",854,"S",0
"4916","5243_01","Earth",FALSE,"TRAPPIST-1e",24,FALSE,1231,0,0,1,3,TRUE,"5243","01","F",1005,"S",1235
"4917","5243_02","Earth",TRUE,"TRAPPIST-1e",33,FALSE,0,0,0,0,0,TRUE,"5243","02","G",855,"S",0
"4918","5244_01","Mars",FALSE,"TRAPPIST-1e",38,FALSE,218,0,586,770,0,FALSE,"5244","01","F",1006,"S",1574
"4919","5246_01","Earth",TRUE,"TRAPPIST-1e",57,FALSE,0,0,0,0,0,TRUE,"5246","01","G",847,"P",0
"4921","5247_01","Earth",FALSE,"TRAPPIST-1e",38,FALSE,6,2324,0,0,0,TRUE,"5247","01","G",848,"P",2330
"4922","5248_01","Earth",FALSE,"TRAPPIST-1e",28,FALSE,607,0,0,227,0,TRUE,"5248","01","G",856,"S",834
"4923","5249_01","Mars",FALSE,"TRAPPIST-1e",25,FALSE,922,0,1,91,0,FALSE,"5249","01","E",327,"P",1014
"4924","5250_01","Mars",TRUE,"TRAPPIST-1e",22,FALSE,0,0,0,0,0,TRUE,"5250","01","F",1007,"S",0
"4925","5251_01","Mars",FALSE,"TRAPPIST-1e",33,FALSE,705,0,1905,13,0,TRUE,"5251","01","F",1071,"P",2623
"4926","5252_01","Earth",FALSE,"TRAPPIST-1e",35,FALSE,202,1309,60,0,0,TRUE,"5252","01","F",1008,"S",1571
"4927","5253_01","Earth",FALSE,"TRAPPIST-1e",24,FALSE,290,64,413,35,0,TRUE,"5253","01","F",1009,"S",802
"4928","5254_01","Europa",TRUE,"TRAPPIST-1e",31,FALSE,0,0,0,0,0,TRUE,"5254","01","B",202,"S",0
"4929","5254_02","Europa",TRUE,"TRAPPIST-1e",16,FALSE,0,0,0,0,0,TRUE,"5254","02","B",202,"S",0
"4931","5254_04","Europa",FALSE,"55 Cancri e",8,FALSE,0,0,0,0,0,TRUE,"5254","04","B",202,"S",0
"4932","5255_01","Mars",TRUE,"TRAPPIST-1e",20,FALSE,0,0,0,0,0,TRUE,"5255","01","F",1010,"S",0
"4933","5256_01","Mars",FALSE,"TRAPPIST-1e",26,FALSE,41,0,444,572,0,FALSE,"5256","01","D",159,"S",1057
"4934","5257_01","Europa",FALSE,"55 Cancri e",43,FALSE,0,1001,0,2393,0,FALSE,"5257","01","B",178,"P",3394
"4935","5258_01","Europa",FALSE,"TRAPPIST-1e",70,FALSE,241,1065,0,2290,2,TRUE,"5258","01","C",204,"S",3598
"4936","5260_01","Earth",TRUE,"55 Cancri e",17,FALSE,0,0,0,0,0,TRUE,"5260","01","G",849,"P",0
"4937","5262_01","Earth",TRUE,"TRAPPIST-1e",14,FALSE,0,0,0,0,0,TRUE,"5262","01","G",850,"P",0
"4938","5264_01","Earth",TRUE,"TRAPPIST-1e",21,FALSE,0,0,0,0,0,TRUE,"5264","01","G",858,"S",0
"4939","5264_02","Earth",FALSE,"55 Cancri e",37,FALSE,0,0,163,0,486,TRUE,"5264","02","F",1012,"S",649
"4940","5265_01","Earth",FALSE,"TRAPPIST-1e",15,FALSE,0,400,0,0,702,FALSE,"5265","01","F",1073,"P",1102
"4941","5266_01","Europa",FALSE,"55 Cancri e",20,FALSE,0,290,0,1866,217,FALSE,"5266","01","A",64,"S",2373
"4942","5266_02","Europa",FALSE,"55 Cancri e",36,TRUE,13,196,3,0,12323,FALSE,"5266","02","C",205,"S",12535
"4943","5268_01","Earth",FALSE,"TRAPPIST-1e",14,FALSE,0,56,177.691390728477,0,2,TRUE,"5268","01","F",1013,"S",235.691390728477
"4944","5269_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,38,1,591,1,31,TRUE,"5269","01","E",336,"S",662
"4945","5271_01","Earth",FALSE,"TRAPPIST-1e",28,FALSE,89,3,571,258,0,FALSE,"5271","01","F",1075,"P",921
"4946","5272_01","Mars",TRUE,"TRAPPIST-1e",20,FALSE,0,0,0,0,0,TRUE,"5272","01","F",1076,"P",0
"4947","5273_01","Earth",FALSE,"TRAPPIST-1e",26,FALSE,0,0,827,1,0,FALSE,"5273","01","F",1077,"P",828
"4948","5274_01","Earth",FALSE,"TRAPPIST-1e",25,FALSE,662,34,0,79,148,FALSE,"5274","01","F",1078,"P",923
"4949","5275_01","Earth",FALSE,"TRAPPIST-1e",29,FALSE,0,10,0,594,120,FALSE,"5275","01","F",1014,"S",724
"4950","5276_01","Europa",FALSE,"55 Cancri e",39,TRUE,0,2868,0,5,1968,TRUE,"5276","01","B",179,"P",4841
"4951","5277_01","Earth",FALSE,"TRAPPIST-1e",18,FALSE,0,0,0,87,1232,TRUE,"5277","01","F",1079,"P",1319
"4952","5278_01","Europa",TRUE,"55 Cancri e",37,FALSE,0,0,0,0,0,TRUE,"5278","01","B",203,"S",0
"4953","5279_01","Earth",FALSE,"TRAPPIST-1e",28,FALSE,467,425.475178241352,0,0,307,FALSE,"5279","01","G",852,"P",1199.47517824135
"4954","5280_01","Earth",FALSE,"TRAPPIST-1e",18,FALSE,0,0,2728,0,285.502841284525,TRUE,"5280","01","F",1015,"S",3013.50284128452
"4955","5281_01","Earth",FALSE,"TRAPPIST-1e",30,FALSE,0,6,621,296.987837123215,433,FALSE,"5281","01","F",1080,"P",1356.98783712322
"4956","5282_01","Earth",FALSE,"TRAPPIST-1e",35,FALSE,35,0,14,0,816,TRUE,"5282","01","E",337,"S",865
"4957","5282_02","Earth",FALSE,"TRAPPIST-1e",26,FALSE,0,196,0,0,487,TRUE,"5282","02","F",1016,"S",683
"4958","5282_03","Earth",TRUE,"55 Cancri e",0,FALSE,0,0,0,0,0,TRUE,"5282","03","G",860,"S",0
"4959","5287_01","Earth",FALSE,"PSO J318.5-22",42,FALSE,0,425.475178241352,0,214,50,TRUE,"5287","01","G",861,"S",689.475178241352
"4960","5288_01","Earth",FALSE,"Unknown",36,FALSE,1,716,3,0,57,TRUE,"5288","01","F",1081,"P",777
